image_path,class
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388104fm_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388118vb_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388118ws_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388365ss_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388371dg_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388371qp_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388490wq_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388685id_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388928eh_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388928tx_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12388979kh_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389053nq_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389060ha_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389111mg_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389343sj_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389344xp_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389476hn_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389478ds_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389569fl_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389605rc_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389636tr_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389663ir_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389890gb_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12389955go_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12390146pg_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12390434tp_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12390438om_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12390517ej_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12390551qt_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12390727gq_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12391029bw_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12392376pn_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12393312pc_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12395296pn_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12395303ob_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12395764jd_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12396111aq_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12396928ub_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12398584hu_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12399649xn_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12399655ij_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12399713gh_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12400129xd_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12400320ao_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12400364dr_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12405317fv_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12405321wa_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12405713tb_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12406302mc_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12407728dm_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12408485ul_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12408611xn_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12408706si_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12408922xc_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12408925uh_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12410321ep_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12410539wf_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12411105jp_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12411489bq_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12411722fg_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12413410fv_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12413414ae_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12414175sr_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12414219md_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12414526vo_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12414800od_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12414849rs_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12414882sj_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12414899es_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12414999kd_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/12419449ai_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/14000340lq_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/14000857bc_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/14012124mu_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/34901469gs_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/34983103sc_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37752660jl_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37813541lk_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37900927fu_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37916308ip_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37918876wb_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37922406pp_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37928822uq_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37991363ne_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/37992495sg_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/39881177ii_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_sweatshirts/41820107tt_1_f.jpg,tops--tees_sweatshirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/11404085ls_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12000678ag_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12021329lv_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12021831pk_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12023133at_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12042679aq_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12043981ne_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12043981uw_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12048014cd_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12048014uw_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12051106ln_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12052726gq_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12052794qs_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12054572qu_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12054885kq_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12064427ho_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12065799vv_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12069865ou_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12080288pm_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12080327hq_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12080351sm_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12080454ut_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12085514gq_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12085514hq_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12085606jk_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087201nv_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087207go_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087210sp_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087221nw_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087223uw_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087227fa_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087262na_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087266cs_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087269xo_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087271la_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12087272iu_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12088632nv_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12093957va_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12093962xh_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12094769fn_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12099280ph_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12101457ld_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106463bp_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106524ud_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106535pn_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106551po_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106555hd_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106557wm_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106567fx_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106570lr_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106573jr_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106576gv_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106579lp_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106583wc_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106600rt_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106606ue_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106609rq_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106611tp_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12106613ei_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12108085lf_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12109898ig_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12112403cb_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12116478ta_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12116573pv_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12116577ve_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12116582bx_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12117519pe_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12121399ia_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12121399sf_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12121706ph_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12122768re_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12125540lm_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12126166tn_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12126963qd_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12136443ur_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12140676kn_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12140866hl_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12141804oq_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12141806nn_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12141818pf_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12141827ge_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12142832ab_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12144321bi_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12144736rw_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12145278is_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12145278rs_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12145342rf_1_f.jpg,tops--tees_t-shirts
/content/drive/MyDrive/Computer Vision Project/Code/Dataset/Yoox/upper_body/images/tops--tees_t-shirts/12145584dh_1_f.jpg,tops--tees_t-shirts
